minimum_clique_size,reciprocity_threshold,pair_id,subject,orcid,tier_type,clique_member
5,0.25,19906,1,0000-0002-0764-1287,Case,True
5,0.25,19916,1,0000-0002-0770-2983,Case,True
5,0.25,19931,1,0000-0002-0782-3726,Case,True
5,0.25,19935,1,0000-0002-0785-0222,Case,True
5,0.25,19945,1,0000-0002-0792-6194,Case,True
5,0.25,19947,1,0000-0002-0794-232X,Case,True
5,0.25,19948,1,0000-0002-0794-4544,Case,True
5,0.25,19956,1,0000-0002-0800-5960,Case,True
5,0.25,19957,1,0000-0002-0801-0639,Case,True
5,0.25,19962,1,0000-0002-0804-1128,Case,True
5,0.25,19968,1,0000-0002-0809-8941,Case,True
5,0.25,19972,1,0000-0002-0813-5845,Case,True
5,0.25,19984,1,0000-0002-0824-0928,Case,True
5,0.25,19987,1,0000-0002-0827-4052,Case,True
5,0.25,20005,1,0000-0002-0840-1277,Case,True
5,0.25,20011,1,0000-0002-0841-3438,Case,True
5,0.25,20013,1,0000-0002-0842-855X,Case,True
5,0.25,20025,1,0000-0002-0859-0004,Case,True
5,0.25,20027,1,0000-0002-0859-7978,Case,True
5,0.25,20039,1,0000-0002-0865-8355,Case,True
5,0.25,20054,1,0000-0002-0875-6780,Case,True
5,0.25,20055,1,0000-0002-0876-1301,Case,True
5,0.25,20059,1,0000-0002-0879-5333,Case,True
5,0.25,20065,1,0000-0002-0882-2936,Case,True
5,0.25,20078,1,0000-0002-0891-4806,Case,True
5,0.25,20081,1,0000-0002-0892-772X,Case,True
5,0.25,20088,1,0000-0002-0899-0809,Case,True
5,0.25,20092,1,0000-0002-0902-7205,Case,True
5,0.25,20094,1,0000-0002-0903-9329,Case,True
5,0.25,20095,1,0000-0002-0905-0827,Case,True
5,0.25,20103,1,0000-0002-0915-5071,Case,True
5,0.25,20107,1,0000-0002-0919-2083,Case,True
5,0.25,20111,1,0000-0002-0923-0166,Case,True
5,0.25,20138,1,0000-0002-0938-5213,Case,True
5,0.25,20140,1,0000-0002-0939-7054,Case,True
5,0.25,20143,1,0000-0002-0942-4614,Case,True
5,0.25,20149,1,0000-0002-0945-8208,Case,True
5,0.25,20152,1,0000-0002-0950-0648,Case,True
5,0.25,20157,1,0000-0002-0954-1474,Case,True
5,0.25,20165,1,0000-0002-0960-9627,Case,True
5,0.25,20167,1,0000-0002-0961-7336,Case,True
5,0.25,20174,1,0000-0002-0963-8751,Case,True
5,0.25,20176,1,0000-0002-0966-4693,Case,True
5,0.25,20194,1,0000-0002-0974-460X,Case,True
5,0.25,20197,1,0000-0002-0977-5481,Case,True
5,0.25,20219,1,0000-0002-0993-0138,Case,True
5,0.25,20222,1,0000-0002-0993-9183,Case,True
5,0.25,20236,1,0000-0002-1003-0292,Case,True
5,0.25,20238,1,0000-0002-1004-1805,Case,True
5,0.25,20250,1,0000-0002-1011-4533,Case,True
5,0.25,20256,1,0000-0002-1014-752X,Case,True
5,0.25,20259,1,0000-0002-1016-539X,Case,True
5,0.25,20261,1,0000-0002-1017-5483,Case,True
5,0.25,20274,1,0000-0002-1028-7848,Case,True
5,0.25,20278,1,0000-0002-1032-0353,Case,True
5,0.25,20280,1,0000-0002-1035-3227,Case,True
5,0.25,20286,1,0000-0002-1038-2589,Case,True
5,0.25,20291,1,0000-0002-1041-8561,Case,True
5,0.25,20302,1,0000-0002-1047-167X,Case,True
5,0.25,20308,1,0000-0002-1049-9373,Case,True
5,0.25,20319,1,0000-0002-1060-0806,Case,True
5,0.25,20334,1,0000-0002-1068-3330,Case,True
5,0.25,20357,1,0000-0002-1083-0951,Case,True
5,0.25,20367,1,0000-0002-1086-8773,Case,True
5,0.25,20376,1,0000-0002-1093-8938,Case,True
5,0.25,20379,1,0000-0002-1096-9996,Case,True
5,0.25,20381,1,0000-0002-1097-1519,Case,True
5,0.25,20395,1,0000-0002-1107-2857,Case,True
5,0.25,20396,1,0000-0002-1107-8693,Case,True
5,0.25,20401,1,0000-0002-1110-2366,Case,True
5,0.25,20405,1,0000-0002-1112-6966,Case,True
5,0.25,20406,1,0000-0002-1112-7766,Case,True
5,0.25,20410,1,0000-0002-1116-6271,Case,True
5,0.25,20420,1,0000-0002-1119-4870,Case,True
5,0.25,20430,1,0000-0002-1127-6972,Case,True
5,0.25,20436,1,0000-0002-1130-4400,Case,True
5,0.25,20438,1,0000-0002-1135-6796,Case,True
5,0.25,20448,1,0000-0002-1144-2782,Case,True
5,0.25,20450,1,0000-0002-1145-6500,Case,True
5,0.25,20457,1,0000-0002-1148-5184,Case,True
5,0.25,20459,1,0000-0002-1149-4427,Case,True
5,0.25,20460,1,0000-0002-1151-4803,Case,True
5,0.25,20470,1,0000-0002-1161-1558,Case,True
5,0.25,20475,1,0000-0002-1163-2172,Case,True
5,0.25,20483,1,0000-0002-1167-0742,Case,True
5,0.25,20485,1,0000-0002-1168-7405,Case,True
5,0.25,20486,1,0000-0002-1171-5517,Case,True
5,0.25,20494,1,0000-0002-1176-8125,Case,True
5,0.25,20497,1,0000-0002-1177-6424,Case,True
5,0.25,20501,1,0000-0002-1180-3365,Case,True
5,0.25,20506,1,0000-0002-1181-6545,Case,True
5,0.25,20517,1,0000-0002-1188-8872,Case,True
5,0.25,20533,1,0000-0002-1199-7550,Case,True
5,0.25,20561,1,0000-0002-1220-7143,Case,True
5,0.25,20574,1,0000-0002-1232-6767,Case,True
5,0.25,20584,1,0000-0002-1238-5855,Case,True
5,0.25,20607,1,0000-0002-1255-8525,Case,True
5,0.25,20615,1,0000-0002-1260-8326,Case,True
5,0.25,20620,1,0000-0002-1262-932X,Case,True
5,0.25,20631,1,0000-0002-1271-1630,Case,True
5,0.25,20635,1,0000-0002-1273-8905,Case,True
5,0.25,20639,1,0000-0002-1275-9220,Case,True
5,0.25,20642,1,0000-0002-1277-4113,Case,True
5,0.25,20644,1,0000-0002-1279-4667,Case,True
5,0.25,20652,1,0000-0002-1286-6069,Case,True
5,0.25,20654,1,0000-0002-1287-0279,Case,True
5,0.25,20655,1,0000-0002-1287-486X,Case,True
5,0.25,20657,1,0000-0002-1288-0987,Case,True
5,0.25,20661,1,0000-0002-1289-7500,Case,True
5,0.25,20672,1,0000-0002-1295-8035,Case,True
5,0.25,20678,1,0000-0002-1301-1038,Case,True
5,0.25,20681,1,0000-0002-1304-0592,Case,True
5,0.25,20687,1,0000-0002-1307-3968,Case,True
5,0.25,20688,1,0000-0002-1307-6261,Case,True
5,0.25,20689,1,0000-0002-1308-1239,Case,True
5,0.25,20700,1,0000-0002-1314-3364,Case,True
5,0.25,20710,1,0000-0002-1319-9616,Case,True
5,0.25,20715,1,0000-0002-1322-8325,Case,True
5,0.25,20718,1,0000-0002-1324-3656,Case,True
5,0.25,20725,1,0000-0002-1326-9274,Case,True
5,0.25,20742,1,0000-0002-1338-0757,Case,True
5,0.25,20760,1,0000-0002-1349-7349,Case,True
5,0.25,20762,1,0000-0002-1350-0704,Case,True
5,0.25,20766,1,0000-0002-1353-2271,Case,True
5,0.25,20767,1,0000-0002-1357-4324,Case,True
5,0.25,20782,1,0000-0002-1367-2530,Case,True
5,0.25,20801,1,0000-0002-1381-0200,Case,True
5,0.25,20806,1,0000-0002-1383-8633,Case,True
5,0.25,20816,1,0000-0002-1390-2981,Case,True
5,0.25,20817,1,0000-0002-1391-7139,Case,True
5,0.25,20824,1,0000-0002-1394-935X,Case,True
5,0.25,20828,1,0000-0002-1396-7048,Case,True
5,0.25,20838,1,0000-0002-1404-4683,Case,True
5,0.25,20865,1,0000-0002-1421-8065,Case,True
5,0.25,20868,1,0000-0002-1422-9733,Case,True
5,0.25,20904,1,0000-0002-1443-6572,Case,True
5,0.25,20905,1,0000-0002-1443-960X,Case,True
5,0.25,20953,1,0000-0002-1489-9382,Case,True
5,0.25,20964,1,0000-0002-1497-8646,Case,True
5,0.25,20966,1,0000-0002-1499-1787,Case,True
5,0.25,20975,1,0000-0002-1508-314X,Case,True
5,0.25,20982,1,0000-0002-1513-5149,Case,True
5,0.25,20984,1,0000-0002-1515-0699,Case,True
5,0.25,20997,1,0000-0002-1525-2070,Case,True
5,0.25,21019,1,0000-0002-1544-6422,Case,True
5,0.25,21023,1,0000-0002-1546-8517,Case,True
5,0.25,21027,1,0000-0002-1549-2728,Case,True
5,0.25,21047,1,0000-0002-1564-7726,Case,True
5,0.25,21048,1,0000-0002-1564-9182,Case,True
5,0.25,21052,1,0000-0002-1568-3217,Case,True
5,0.25,21056,1,0000-0002-1572-5798,Case,True
5,0.25,21065,1,0000-0002-1578-5870,Case,True
5,0.25,21066,1,0000-0002-1578-9150,Case,True
5,0.25,21073,1,0000-0002-1587-0581,Case,True
5,0.25,21074,1,0000-0002-1587-3256,Case,True
5,0.25,21079,1,0000-0002-1593-3415,Case,True
5,0.25,21080,1,0000-0002-1595-8663,Case,True
5,0.25,21082,1,0000-0002-1596-3358,Case,True
5,0.25,21096,1,0000-0002-1605-6354,Case,True
5,0.25,21099,1,0000-0002-1608-2958,Case,True
5,0.25,21105,1,0000-0002-1613-4156,Case,True
5,0.25,21115,1,0000-0002-1621-7015,Case,True
5,0.25,21117,1,0000-0002-1622-7600,Case,True
5,0.25,21128,1,0000-0002-1632-2149,Case,True
5,0.25,21129,1,0000-0002-1632-4822,Case,True
5,0.25,21134,1,0000-0002-1635-1150,Case,True
5,0.25,21137,1,0000-0002-1637-7684,Case,True
5,0.25,21138,1,0000-0002-1637-9081,Case,True
5,0.25,21152,1,0000-0002-1644-770X,Case,True
5,0.25,21159,1,0000-0002-1647-7968,Case,True
5,0.25,21161,1,0000-0002-1647-9234,Case,True
5,0.25,21163,1,0000-0002-1648-8683,Case,True
5,0.25,21166,1,0000-0002-1649-9796,Case,True
5,0.25,21173,1,0000-0002-1652-2183,Case,True
5,0.25,21175,1,0000-0002-1652-7232,Case,True
5,0.25,21181,1,0000-0002-1657-0695,Case,True
5,0.25,21189,1,0000-0002-1662-2352,Case,True
5,0.25,21192,1,0000-0002-1665-1188,Case,True
5,0.25,21193,1,0000-0002-1666-0340,Case,True
5,0.25,21195,1,0000-0002-1667-3221,Case,True
5,0.25,21206,1,0000-0002-1676-9696,Case,True
5,0.25,21222,1,0000-0002-1688-9866,Case,True
5,0.25,21223,1,0000-0002-1689-2213,Case,True
5,0.25,21246,1,0000-0002-1707-102X,Case,True
5,0.25,21254,1,0000-0002-1710-4055,Case,True
5,0.25,21258,1,0000-0002-1711-0893,Case,True
5,0.25,21259,1,0000-0002-1711-4544,Case,True
5,0.25,21267,1,0000-0002-1716-738X,Case,True
5,0.25,21271,1,0000-0002-1721-4940,Case,True
5,0.25,21284,1,0000-0002-1731-6365,Case,True
5,0.25,21285,1,0000-0002-1732-6870,Case,True
5,0.25,21299,1,0000-0002-1748-9186,Case,True
5,0.25,21304,1,0000-0002-1753-0599,Case,True
5,0.25,21319,1,0000-0002-1761-1284,Case,True
5,0.25,21321,1,0000-0002-1762-6320,Case,True
5,0.25,21326,1,0000-0002-1768-845X,Case,True
5,0.25,21330,1,0000-0002-1774-3869,Case,True
5,0.25,21335,1,0000-0002-1778-9867,Case,True
5,0.25,21346,1,0000-0002-1784-9540,Case,True
5,0.25,21351,1,0000-0002-1787-7015,Case,True
5,0.25,21364,1,0000-0002-1794-7247,Case,True
5,0.25,21367,1,0000-0002-1796-0193,Case,True
5,0.25,21368,1,0000-0002-1796-2711,Case,True
5,0.25,21378,1,0000-0002-1804-6248,Case,True
5,0.25,21381,1,0000-0002-1807-437X,Case,True
5,0.25,21389,1,0000-0002-1815-7116,Case,True
5,0.25,21393,1,0000-0002-1819-7206,Case,True
5,0.25,21398,1,0000-0002-1822-3021,Case,True
5,0.25,21403,1,0000-0002-1827-6764,Case,True
5,0.25,21416,1,0000-0002-1838-3535,Case,True
5,0.25,21422,1,0000-0002-1843-5833,Case,True
5,0.25,21429,1,0000-0002-1847-711X,Case,True
5,0.25,21435,1,0000-0002-1850-1845,Case,True
5,0.25,21441,1,0000-0002-1854-9638,Case,True
5,0.25,21444,1,0000-0002-1855-9692,Case,True
5,0.25,21449,1,0000-0002-1858-0256,Case,True
5,0.25,21450,1,0000-0002-1858-314X,Case,True
5,0.25,21456,1,0000-0002-1861-433X,Case,True
5,0.25,21462,1,0000-0002-1865-9976,Case,True
5,0.25,21464,1,0000-0002-1867-6354,Case,True
5,0.25,21472,1,0000-0002-1872-9487,Case,True
5,0.25,21473,1,0000-0002-1873-4454,Case,True
5,0.25,21478,1,0000-0002-1875-9176,Case,True
5,0.25,21484,1,0000-0002-1880-0968,Case,True
5,0.25,21485,1,0000-0002-1880-3122,Case,True
5,0.25,21489,1,0000-0002-1881-8359,Case,True
5,0.25,21503,1,0000-0002-1892-7328,Case,True
5,0.25,21505,1,0000-0002-1893-7198,Case,True
5,0.25,21508,1,0000-0002-1897-9312,Case,True
5,0.25,21509,1,0000-0002-1897-9574,Case,True
5,0.25,21516,1,0000-0002-1904-5319,Case,True
5,0.25,21525,1,0000-0002-1911-4468,Case,True
5,0.25,21546,1,0000-0002-1924-9514,Case,True
5,0.25,21553,1,0000-0002-1928-1266,Case,True
5,0.25,21554,1,0000-0002-1928-4029,Case,True
5,0.25,21562,1,0000-0002-1937-5908,Case,True
5,0.25,21567,1,0000-0002-1942-7122,Case,True
5,0.25,21569,1,0000-0002-1943-9545,Case,True
5,0.25,21579,1,0000-0002-1949-0199,Case,True
5,0.25,21586,1,0000-0002-1951-2079,Case,True
5,0.25,21597,1,0000-0002-1959-9063,Case,True
5,0.25,21600,1,0000-0002-1960-6868,Case,True
5,0.25,21604,1,0000-0002-1965-5301,Case,True
5,0.25,21607,1,0000-0002-1968-9712,Case,True
5,0.25,21608,1,0000-0002-1969-3615,Case,True
5,0.25,21613,1,0000-0002-1971-9926,Case,True
5,0.25,21615,1,0000-0002-1973-5192,Case,True
5,0.25,21616,1,0000-0002-1973-8983,Case,True
5,0.25,21630,1,0000-0002-1981-179X,Case,True
5,0.25,21632,1,0000-0002-1982-5710,Case,True
5,0.25,21668,1,0000-0002-2005-305X,Case,True
5,0.25,21671,1,0000-0002-2006-2255,Case,True
5,0.25,21676,1,0000-0002-2010-5534,Case,True
5,0.25,21689,1,0000-0002-2016-4796,Case,True
5,0.25,21693,1,0000-0002-2018-050X,Case,True
5,0.25,21695,1,0000-0002-2020-0291,Case,True
5,0.25,21697,1,0000-0002-2022-8235,Case,True
5,0.25,21702,1,0000-0002-2029-2165,Case,True
5,0.25,21715,1,0000-0002-2038-3964,Case,True
5,0.25,21735,1,0000-0002-2056-7907,Case,True
5,0.25,21740,1,0000-0002-2059-6425,Case,True
5,0.25,21741,1,0000-0002-2059-8121,Case,True
5,0.25,21745,1,0000-0002-2061-7580,Case,True
5,0.25,21746,1,0000-0002-2063-9464,Case,True
5,0.25,21760,1,0000-0002-2070-7607,Case,True
5,0.25,21787,1,0000-0002-2090-2488,Case,True
5,0.25,21800,1,0000-0002-2101-8504,Case,True
5,0.25,21805,1,0000-0002-2105-6658,Case,True
5,0.25,21811,1,0000-0002-2111-0765,Case,True
5,0.25,21815,1,0000-0002-2113-699X,Case,True
5,0.25,21819,1,0000-0002-2115-985X,Case,True
5,0.25,21831,1,0000-0002-2124-3218,Case,True
5,0.25,21832,1,0000-0002-2125-6174,Case,True
5,0.25,21847,1,0000-0002-2136-3287,Case,True
5,0.25,21852,1,0000-0002-2140-8000,Case,True
5,0.25,21873,1,0000-0002-2157-7760,Case,True
5,0.25,21893,1,0000-0002-2172-6113,Case,True
5,0.25,21896,1,0000-0002-2174-1882,Case,True
5,0.25,21905,1,0000-0002-2184-2982,Case,True
5,0.25,21914,1,0000-0002-2189-7158,Case,True
5,0.25,21916,1,0000-0002-2191-1087,Case,True
5,0.25,21917,1,0000-0002-2191-1706,Case,True
5,0.25,21920,1,0000-0002-2192-4072,Case,True
5,0.25,21925,1,0000-0002-2195-3025,Case,True
5,0.25,21927,1,0000-0002-2196-9270,Case,True
5,0.25,21930,1,0000-0002-2199-5524,Case,True
5,0.25,21944,1,0000-0002-2207-767X,Case,True
5,0.25,21954,1,0000-0002-2213-0477,Case,True
5,0.25,21980,1,0000-0002-2224-7536,Case,True
5,0.25,21986,1,0000-0002-2229-3719,Case,True
5,0.25,21992,1,0000-0002-2232-7296,Case,True
5,0.25,21994,1,0000-0002-2234-5355,Case,True
5,0.25,21996,1,0000-0002-2236-6818,Case,True
5,0.25,22005,1,0000-0002-2246-4311,Case,True
5,0.25,22006,1,0000-0002-2246-686X,Case,True
5,0.25,22014,1,0000-0002-2252-7773,Case,True
5,0.25,22040,1,0000-0002-2270-7483,Case,True
5,0.25,22042,1,0000-0002-2274-6204,Case,True
5,0.25,22053,1,0000-0002-2281-8757,Case,True
5,0.25,22059,1,0000-0002-2283-9750,Case,True
5,0.25,22061,1,0000-0002-2285-0925,Case,True
5,0.25,22068,1,0000-0002-2290-3687,Case,True
5,0.25,22085,1,0000-0002-2305-9238,Case,True
5,0.25,22087,1,0000-0002-2306-0538,Case,True
5,0.25,22093,1,0000-0002-2310-0106,Case,True
5,0.25,22106,1,0000-0002-2322-327X,Case,True
5,0.25,22108,1,0000-0002-2326-4709,Case,True
5,0.25,22109,1,0000-0002-2328-0987,Case,True
5,0.25,22110,1,0000-0002-2328-7679,Case,True
5,0.25,22118,1,0000-0002-2333-7867,Case,True
5,0.25,22120,1,0000-0002-2335-3023,Case,True
5,0.25,22124,1,0000-0002-2337-326X,Case,True
5,0.25,22133,1,0000-0002-2342-3036,Case,True
5,0.25,22140,1,0000-0002-2345-3091,Case,True
5,0.25,22141,1,0000-0002-2345-3681,Case,True
5,0.25,22143,1,0000-0002-2346-4794,Case,True
5,0.25,22151,1,0000-0002-2352-278X,Case,True
5,0.25,22162,1,0000-0002-2360-0805,Case,True
5,0.25,22163,1,0000-0002-2360-6609,Case,True
5,0.25,22170,1,0000-0002-2365-5734,Case,True
5,0.25,22171,1,0000-0002-2368-1932,Case,True
5,0.25,22185,1,0000-0002-2382-2950,Case,True
5,0.25,22186,1,0000-0002-2382-2993,Case,True
5,0.25,22187,1,0000-0002-2383-3211,Case,True
5,0.25,22188,1,0000-0002-2383-4214,Case,True
5,0.25,22191,1,0000-0002-2386-355X,Case,True
5,0.25,22192,1,0000-0002-2386-4421,Case,True
5,0.25,22201,1,0000-0002-2393-0716,Case,True
5,0.25,22203,1,0000-0002-2396-5054,Case,True
5,0.25,22209,1,0000-0002-2399-6811,Case,True
5,0.25,22224,1,0000-0002-2406-037X,Case,True
5,0.25,22243,1,0000-0002-2421-3284,Case,True
5,0.25,22248,1,0000-0002-2425-9506,Case,True
5,0.25,22260,1,0000-0002-2433-8810,Case,True
5,0.25,22270,1,0000-0002-2440-6959,Case,True
5,0.25,22281,1,0000-0002-2448-9870,Case,True
5,0.25,22286,1,0000-0002-2450-687X,Case,True
5,0.25,22288,1,0000-0002-2452-0321,Case,True
5,0.25,22305,1,0000-0002-2461-546X,Case,True
5,0.25,22312,1,0000-0002-2466-3795,Case,True
5,0.25,22333,1,0000-0002-2481-4565,Case,True
5,0.25,22334,1,0000-0002-2481-5189,Case,True
5,0.25,22337,1,0000-0002-2484-481X,Case,True
5,0.25,22346,1,0000-0002-2493-6300,Case,True
5,0.25,22349,1,0000-0002-2494-2735,Case,True
5,0.25,22351,1,0000-0002-2495-2693,Case,True
5,0.25,22352,1,0000-0002-2495-7224,Case,True
5,0.25,22354,1,0000-0002-2496-2728,Case,True
5,0.25,22355,1,0000-0002-2498-0184,Case,True
5,0.25,22359,1,0000-0002-2500-197X,Case,True
5,0.25,22360,1,0000-0002-2500-2147,Case,True
5,0.25,22368,1,0000-0002-2505-5978,Case,True
5,0.25,22369,1,0000-0002-2505-7981,Case,True
5,0.25,22373,1,0000-0002-2510-7213,Case,True
5,0.25,22375,1,0000-0002-2512-219X,Case,True
5,0.25,22376,1,0000-0002-2513-6209,Case,True
5,0.25,22382,1,0000-0002-2519-306X,Case,True
5,0.25,22389,1,0000-0002-2523-3009,Case,True
5,0.25,22402,1,0000-0002-2532-1607,Case,True
5,0.25,22404,1,0000-0002-2534-792X,Case,True
5,0.25,22411,1,0000-0002-2540-2685,Case,True
5,0.25,22414,1,0000-0002-2541-3747,Case,True
5,0.25,22417,1,0000-0002-2542-2328,Case,True
5,0.25,22428,1,0000-0002-2553-1946,Case,True
5,0.25,22442,1,0000-0002-2565-1518,Case,True
5,0.25,22446,1,0000-0002-2569-3259,Case,True
5,0.25,22453,1,0000-0002-2574-1636,Case,True
5,0.25,22456,1,0000-0002-2575-8569,Case,True
5,0.25,22459,1,0000-0002-2581-8648,Case,True
5,0.25,22491,1,0000-0002-2593-8893,Case,True
5,0.25,22492,1,0000-0002-2594-461X,Case,True
5,0.25,22501,1,0000-0002-2599-553X,Case,True
5,0.25,22509,1,0000-0002-2603-3834,Case,True
5,0.25,22522,1,0000-0002-2611-9320,Case,True
5,0.25,22525,1,0000-0002-2614-207X,Case,True
5,0.25,22531,1,0000-0002-2620-6918,Case,True
5,0.25,22550,1,0000-0002-2631-2964,Case,True
5,0.25,22555,1,0000-0002-2636-0675,Case,True
5,0.25,22557,1,0000-0002-2637-8621,Case,True
5,0.25,22559,1,0000-0002-2640-5386,Case,True
5,0.25,22560,1,0000-0002-2640-8253,Case,True
5,0.25,22564,1,0000-0002-2644-1635,Case,True
5,0.25,22565,1,0000-0002-2644-6153,Case,True
5,0.25,22569,1,0000-0002-2646-2145,Case,True
5,0.25,22577,1,0000-0002-2650-267X,Case,True
5,0.25,22580,1,0000-0002-2652-8642,Case,True
5,0.25,22595,1,0000-0002-2662-3367,Case,True
5,0.25,22603,1,0000-0002-2667-6477,Case,True
5,0.25,22606,1,0000-0002-2674-0416,Case,True
5,0.25,22619,1,0000-0002-2680-6518,Case,True
5,0.25,22621,1,0000-0002-2681-8527,Case,True
5,0.25,22623,1,0000-0002-2682-5591,Case,True
5,0.25,22636,1,0000-0002-2698-3514,Case,True
5,0.25,22644,1,0000-0002-2706-3496,Case,True
5,0.25,22669,1,0000-0002-2723-067X,Case,True
5,0.25,22675,1,0000-0002-2728-5830,Case,True
5,0.25,22682,1,0000-0002-2732-684X,Case,True
5,0.25,22690,1,0000-0002-2740-2793,Case,True
5,0.25,22726,1,0000-0002-2761-7209,Case,True
5,0.25,22729,1,0000-0002-2764-1049,Case,True
5,0.25,22733,1,0000-0002-2768-4305,Case,True
5,0.25,22741,1,0000-0002-2772-6747,Case,True
5,0.25,22743,1,0000-0002-2773-3111,Case,True
5,0.25,22750,1,0000-0002-2776-6239,Case,True
5,0.25,22759,1,0000-0002-2782-4689,Case,True
5,0.25,22780,1,0000-0002-2794-5122,Case,True
5,0.25,22788,1,0000-0002-2798-368X,Case,True
5,0.25,22796,1,0000-0002-2803-7003,Case,True
5,0.25,22804,1,0000-0002-2809-1894,Case,True
5,0.25,22807,1,0000-0002-2810-8852,Case,True
5,0.25,22816,1,0000-0002-2814-4300,Case,True
5,0.25,22833,1,0000-0002-2822-0844,Case,True
5,0.25,22837,1,0000-0002-2824-1020,Case,True
5,0.25,22839,1,0000-0002-2825-899X,Case,True
5,0.25,22843,1,0000-0002-2827-7170,Case,True
5,0.25,22851,1,0000-0002-2834-6754,Case,True
5,0.25,22855,1,0000-0002-2835-7779,Case,True
5,0.25,22862,1,0000-0002-2841-7372,Case,True
5,0.25,22868,1,0000-0002-2850-8768,Case,True
5,0.25,22872,1,0000-0002-2856-2107,Case,True
5,0.25,22882,1,0000-0002-2863-0771,Case,True
5,0.25,22883,1,0000-0002-2863-9848,Case,True
5,0.25,22884,1,0000-0002-2864-9675,Case,True
5,0.25,22891,1,0000-0002-2874-0014,Case,True
5,0.25,22901,1,0000-0002-2882-4533,Case,True
5,0.25,22920,1,0000-0002-2894-2062,Case,True
5,0.25,22939,1,0000-0002-2903-8550,Case,True
5,0.25,22947,1,0000-0002-2906-0440,Case,True
5,0.25,22948,1,0000-0002-2908-002X,Case,True
5,0.25,22962,1,0000-0002-2913-047X,Case,True
5,0.25,22972,1,0000-0002-2919-2304,Case,True
5,0.25,22975,1,0000-0002-2920-6382,Case,True
5,0.25,22976,1,0000-0002-2920-917X,Case,True
5,0.25,22981,1,0000-0002-2923-5351,Case,True
5,0.25,22983,1,0000-0002-2924-0724,Case,True
5,0.25,22985,1,0000-0002-2924-3036,Case,True
5,0.25,22988,1,0000-0002-2925-0260,Case,True
5,0.25,22997,1,0000-0002-2933-7374,Case,True
5,0.25,23007,1,0000-0002-2938-1252,Case,True
5,0.25,23035,1,0000-0002-2958-9424,Case,True
5,0.25,23037,1,0000-0002-2960-3222,Case,True
5,0.25,23046,1,0000-0002-2968-4499,Case,True
5,0.25,23061,1,0000-0002-2975-1014,Case,True
5,0.25,23095,1,0000-0002-2997-6109,Case,True
5,0.25,23097,1,0000-0002-2997-8892,Case,True
5,0.25,23105,1,0000-0002-3007-1315,Case,True
5,0.25,23128,1,0000-0002-3021-0581,Case,True
5,0.25,23129,1,0000-0002-3021-1808,Case,True
5,0.25,23137,1,0000-0002-3024-9873,Case,True
5,0.25,23162,1,0000-0002-3046-7264,Case,True
5,0.25,23177,1,0000-0002-3057-5652,Case,True
5,0.25,23184,1,0000-0002-3062-5752,Case,True
5,0.25,23198,1,0000-0002-3075-9910,Case,True
5,0.25,23204,1,0000-0002-3081-4676,Case,True
5,0.25,23207,1,0000-0002-3083-3201,Case,True
5,0.25,23213,1,0000-0002-3090-695X,Case,True
5,0.25,23223,1,0000-0002-3097-7846,Case,True
5,0.25,23235,1,0000-0002-3104-3412,Case,True
5,0.25,23241,1,0000-0002-3106-3296,Case,True
5,0.25,23242,1,0000-0002-3106-6710,Case,True
5,0.25,23244,1,0000-0002-3108-0539,Case,True
5,0.25,23264,1,0000-0002-3120-8491,Case,True
5,0.25,23267,1,0000-0002-3124-4046,Case,True
5,0.25,23272,1,0000-0002-3128-8102,Case,True
5,0.25,23310,1,0000-0002-3153-2144,Case,True
5,0.25,23320,1,0000-0002-3158-1480,Case,True
5,0.25,23325,1,0000-0002-3159-891X,Case,True
5,0.25,23328,1,0000-0002-3160-7492,Case,True
5,0.25,23340,1,0000-0002-3167-4652,Case,True
5,0.25,23363,1,0000-0002-3180-1762,Case,True
5,0.25,23377,1,0000-0002-3196-588X,Case,True
5,0.25,23378,1,0000-0002-3197-2190,Case,True
5,0.25,23382,1,0000-0002-3199-9537,Case,True
5,0.25,23391,1,0000-0002-3203-9730,Case,True
5,0.25,23394,1,0000-0002-3204-6631,Case,True
5,0.25,23401,1,0000-0002-3210-3974,Case,True
5,0.25,23402,1,0000-0002-3210-9962,Case,True
5,0.25,23414,1,0000-0002-3225-2603,Case,True
5,0.25,23428,1,0000-0002-3235-0350,Case,True
5,0.25,23440,1,0000-0002-3245-167X,Case,True
5,0.25,23441,1,0000-0002-3245-6948,Case,True
5,0.25,23449,1,0000-0002-3248-6426,Case,True
5,0.25,23456,1,0000-0002-3256-0374,Case,True
5,0.25,23463,1,0000-0002-3260-6491,Case,True
5,0.25,23477,1,0000-0002-3268-0982,Case,True
5,0.25,23484,1,0000-0002-3270-8420,Case,True
5,0.25,23489,1,0000-0002-3272-9600,Case,True
5,0.25,23499,1,0000-0002-3277-9018,Case,True
5,0.25,23500,1,0000-0002-3278-1994,Case,True
5,0.25,23502,1,0000-0002-3281-7379,Case,True
5,0.25,23513,1,0000-0002-3286-030X,Case,True
5,0.25,23516,1,0000-0002-3289-223X,Case,True
5,0.25,23523,1,0000-0002-3295-6686,Case,True
5,0.25,23524,1,0000-0002-3296-4336,Case,True
5,0.25,23529,1,0000-0002-3302-8224,Case,True
5,0.25,23536,1,0000-0002-3307-1425,Case,True
5,0.25,23537,1,0000-0002-3307-4538,Case,True
5,0.25,23538,1,0000-0002-3310-4231,Case,True
